"year","month","month_name","day","date","day_of_week","day_of_week_num","carrier","airline_name","flight","tailnum","origin","dest","sched_dep_time","dep_time","dep_delay","dep_delay_flag","sched_arr_time","arr_time","arr_delay","arr_delay_flag","on_time","delay_category","air_time","distance","time_period"
2019,11,"Nov",10,2019-11-10,"Sun",1,"DL","Delta","DL4722","N23942","DCA","MSP",1245,1197,-8,0,1464,1417,-7,0,1,"Early/On-Time",139,1111,"Afternoon"
2024,11,"Nov",25,2024-11-25,"Mon",2,"AA","American","AA1673","N92587","DCA","IAH",1713,1733,20,1,1938,1965,27,1,0,"Delayed",145,1160,"Evening"
2024,12,"Dec",12,2024-12-12,"Thu",5,"AA","American","AA847","N52276","DCA","DAL",1546,1497,-9,0,1593,1536,-17,0,1,"Early/On-Time",47,373,"Afternoon"
2019,5,"May",11,2019-05-11,"Sat",7,"UA","United","UA3216","N14700","DCA","RDU",1332,1339,7,0,1359,1366,7,0,1,"Slightly Late",27,217,"Afternoon"
2024,4,"Apr",21,2024-04-21,"Sun",1,"AA","American","AA5360","N75040","DCA","PVD",1348,1304,-4,0,1387,1339,-8,0,1,"Early/On-Time",39,313,"Afternoon"
2020,4,"Apr",4,2020-04-04,"Sat",7,"B6","JetBlue","B6777","N81812","DCA","PBI",739,741,2,0,859,815,-4,0,1,"Early/On-Time",80,643,"Early Morning"
2024,11,"Nov",27,2024-11-27,"Wed",4,"AS","Alaska","AS2913","N86485","DCA","PBI",859,814,-5,0,976,924,-12,0,1,"Early/On-Time",77,618,"Early Morning"
2019,8,"Aug",23,2019-08-23,"Fri",6,"AS","Alaska","AS5368","N97452","DCA","LAS",1357,1357,0,0,1692,1645,-7,0,1,"Early/On-Time",215,1721,"Afternoon"
2020,9,"Sep",2,2020-09-02,"Wed",4,"AA","American","AA2003","N80662","DCA","MCI",1451,1402,-9,0,1583,1542,-1,0,1,"Early/On-Time",92,732,"Afternoon"
2022,6,"Jun",23,2022-06-23,"Thu",5,"AA","American","AA6161","N13269","DCA","SAN",622,626,4,0,1134,1091,-3,0,1,"Early/On-Time",312,2492,"Early Morning"
2019,5,"May",22,2019-05-22,"Wed",4,"AA","American","AA2888","N97402","DCA","SJC",1350,1304,-6,0,1471,1424,-7,0,1,"Early/On-Time",81,648,"Afternoon"
2023,6,"Jun",7,2023-06-07,"Wed",4,"AA","American","AA8804","N78674","DCA","PBI",2245,2254,9,0,2384,2394,10,0,1,"Slightly Late",99,792,"Night"
2019,2,"Feb",2,2019-02-02,"Sat",7,"UA","United","UA9513","N37805","DCA","MCI",1413,1425,12,0,1461,1471,10,0,1,"Slightly Late",48,384,"Afternoon"
2023,9,"Sep",19,2023-09-19,"Tue",3,"AA","American","AA5472","N38341","DCA","JAX",1735,1694,-1,0,1769,1726,-3,0,1,"Early/On-Time",34,272,"Evening"
2021,4,"Apr",9,2021-04-09,"Fri",6,"AS","Alaska","AS1069","N24536","DCA","DAL",2202,2155,-7,0,2334,2288,-6,0,1,"Early/On-Time",92,732,"Night"
2022,1,"Jan",13,2022-01-13,"Thu",5,"DL","Delta","DL5882","N49663","DCA","CLE",1256,1259,3,0,1310,1321,11,0,1,"Slightly Late",54,430,"Afternoon"
2020,4,"Apr",30,2020-04-30,"Thu",5,"AA","American","AA6436","N54468","DCA","SYR",1304,1417,73,1,1361,1471,70,1,0,"Severely Delayed",57,459,"Afternoon"
2021,10,"Oct",25,2021-10-25,"Mon",2,"DL","Delta","DL8274","N55788","DCA","JAX",2205,2216,11,0,2251,2256,5,0,1,"Slightly Late",46,372,"Night"
2023,8,"Aug",13,2023-08-13,"Sun",1,"AA","American","AA1611","N94299","DCA","FLL",1245,1201,-4,0,1364,1314,-10,0,1,"Early/On-Time",79,633,"Afternoon"
2020,3,"Mar",30,2020-03-30,"Mon",2,"AS","Alaska","AS5215","N81996","DCA","DEN",1641,1644,3,0,1965,1924,-1,0,1,"Early/On-Time",204,1630,"Afternoon"
2023,11,"Nov",27,2023-11-27,"Mon",2,"F9","Frontier","F91898","N35205","DCA","SJC",1758,1759,1,0,1797,1755,-2,0,1,"Early/On-Time",39,310,"Evening"
2019,1,"Jan",26,2019-01-26,"Sat",7,"WN","Southwest","WN8489","N95892","DCA","CHS",1829,1786,-3,0,1945,1902,-3,0,1,"Early/On-Time",76,612,"Evening"
2021,7,"Jul",20,2021-07-20,"Tue",3,"AA","American","AA8628","N83521","DCA","ORD",1206,1220,14,0,1438,1453,15,0,1,"Slightly Late",152,1216,"Afternoon"
2019,11,"Nov",5,2019-11-05,"Tue",3,"DL","Delta","DL3970","N95170","DCA","SFO",633,588,-5,0,1090,1047,-3,0,1,"Early/On-Time",297,2378,"Early Morning"
2020,5,"May",27,2020-05-27,"Wed",4,"NK","Spirit","NK4565","N19325","DCA","MCI",1702,1660,-2,0,1805,1805,0,0,1,"Early/On-Time",63,501,"Evening"
2023,9,"Sep",12,2023-09-12,"Tue",3,"NK","Spirit","NK9522","N78446","DCA","DEN",1603,1615,12,0,1925,1940,15,0,1,"Slightly Late",202,1614,"Afternoon"
2020,5,"May",24,2020-05-24,"Sun",1,"AA","American","AA2728","N76374","DCA","RDU",1657,1670,13,0,1708,1726,18,1,0,"Delayed",51,407,"Afternoon"
2019,3,"Mar",25,2019-03-25,"Mon",2,"DL","Delta","DL8583","N36252","DCA","RNO",1016,973,-3,0,1065,1024,-1,0,1,"Early/On-Time",49,391,"Morning"
2021,10,"Oct",19,2021-10-19,"Tue",3,"UA","United","UA4174","N41997","DCA","SYR",2217,2174,-3,0,2247,2201,-6,0,1,"Early/On-Time",30,243,"Night"
2022,4,"Apr",27,2022-04-27,"Wed",4,"NK","Spirit","NK9288","N73056","DCA","MIA",1121,1075,-6,0,1247,1205,-2,0,1,"Early/On-Time",86,690,"Morning"
2019,12,"Dec",28,2019-12-28,"Sat",7,"AA","American","AA9957","N68015","DCA","LAS",712,668,-4,0,1047,1004,-3,0,1,"Early/On-Time",215,1721,"Early Morning"
2019,11,"Nov",25,2019-11-25,"Mon",2,"WN","Southwest","WN3647","N28808","DCA","JFK",906,865,-1,0,958,914,-4,0,1,"Early/On-Time",52,412,"Morning"
2023,1,"Jan",18,2023-01-18,"Wed",4,"DL","Delta","DL4617","N62617","DCA","MIA",1912,1868,-4,0,2046,2005,-1,0,1,"Early/On-Time",94,749,"Evening"
2021,6,"Jun",12,2021-06-12,"Sat",7,"WN","Southwest","WN254","N53211","DCA","MKE",711,738,27,1,767,792,25,1,0,"Delayed",56,445,"Early Morning"
2019,8,"Aug",1,2019-08-01,"Thu",5,"DL","Delta","DL2190","N89930","DCA","MSP",956,958,2,0,1182,1182,0,0,1,"Early/On-Time",146,1166,"Morning"
2023,6,"Jun",1,2023-06-01,"Thu",5,"B6","JetBlue","B61493","N56922","DCA","MCI",1914,1924,10,0,2017,2023,6,0,1,"Slightly Late",63,502,"Evening"
2022,11,"Nov",21,2022-11-21,"Mon",2,"AA","American","AA1096","N13781","DCA","PHL",852,807,-5,0,961,919,-2,0,1,"Early/On-Time",69,550,"Early Morning"
2023,4,"Apr",10,2023-04-10,"Mon",2,"AA","American","AA2963","N46208","DCA","TPA",2108,2061,-7,0,2215,2167,-8,0,1,"Early/On-Time",67,537,"Night"
2019,8,"Aug",17,2019-08-17,"Sat",7,"DL","Delta","DL346","N60977","DCA","LGA",1753,1763,10,0,1803,1812,9,0,1,"Slightly Late",50,396,"Evening"
2021,12,"Dec",26,2021-12-26,"Sun",1,"AA","American","AA1279","N45128","DCA","DSM",1238,1194,-4,0,1377,1333,-4,0,1,"Early/On-Time",99,792,"Afternoon"
2023,10,"Oct",17,2023-10-17,"Tue",3,"DL","Delta","DL5815","N21668","DCA","MSP",1650,1662,12,0,1878,1832,-6,0,1,"Early/On-Time",148,1183,"Afternoon"
2020,3,"Mar",20,2020-03-20,"Fri",6,"B6","JetBlue","B68304","N33363","DCA","BUF",845,853,8,0,957,958,1,0,1,"Slightly Late",72,579,"Early Morning"
2024,7,"Jul",8,2024-07-08,"Mon",2,"B6","JetBlue","B61617","N66726","DCA","SLC",1545,1501,-4,0,1858,1805,-13,0,1,"Early/On-Time",193,1542,"Afternoon"
2024,4,"Apr",12,2024-04-12,"Fri",6,"AA","American","AA6648","N39037","DCA","GEG",1315,1269,-6,0,1444,1447,3,0,1,"Slightly Late",89,712,"Afternoon"
2022,9,"Sep",22,2022-09-22,"Thu",5,"AA","American","AA2520","N83760","DCA","LAS",1540,1495,-5,0,1862,1866,4,0,1,"Slightly Late",202,1612,"Afternoon"
2023,6,"Jun",4,2023-06-04,"Sun",1,"AA","American","AA9504","N28103","DCA","BNA",1408,1409,1,0,1450,1453,3,0,1,"Slightly Late",42,334,"Afternoon"
2020,2,"Feb",9,2020-02-09,"Sun",1,"F9","Frontier","F91390","N74949","DCA","PHL",1322,1281,-1,0,1380,1339,-1,0,1,"Early/On-Time",58,467,"Afternoon"
2024,7,"Jul",24,2024-07-24,"Wed",4,"DL","Delta","DL4913","N53141","DCA","RNO",1945,1955,10,0,2081,2084,3,0,1,"Slightly Late",96,772,"Evening"
2024,7,"Jul",31,2024-07-31,"Wed",4,"WN","Southwest","WN9731","N65319","DCA","MCI",1722,1730,8,0,1823,1837,14,0,1,"Slightly Late",61,488,"Evening"
2023,1,"Jan",5,2023-01-05,"Thu",5,"WN","Southwest","WN7469","N49246","DCA","PVD",953,955,2,0,1077,1078,1,0,1,"Slightly Late",84,676,"Morning"
2019,3,"Mar",22,2019-03-22,"Fri",6,"AA","American","AA9956","N36966","DCA","CHS",1510,1512,2,0,1615,1616,1,0,1,"Slightly Late",65,519,"Afternoon"
2021,8,"Aug",27,2021-08-27,"Fri",6,"WN","Southwest","WN5874","N60211","DCA","SJC",800,801,1,0,843,844,1,0,1,"Slightly Late",43,341,"Early Morning"
2020,9,"Sep",28,2020-09-28,"Mon",2,"AA","American","AA5973","N18811","DCA","STL",1524,1483,-1,0,1640,1642,2,0,1,"Slightly Late",76,604,"Afternoon"
2024,8,"Aug",13,2024-08-13,"Tue",3,"AA","American","AA9789","N76393","DCA","LGA",1102,1061,-1,0,1154,1112,-2,0,1,"Early/On-Time",52,412,"Morning"
2024,12,"Dec",26,2024-12-26,"Thu",5,"AS","Alaska","AS1000","N78878","DCA","SEA",1349,1352,3,0,1856,1862,6,0,1,"Slightly Late",307,2457,"Afternoon"
2021,8,"Aug",16,2021-08-16,"Mon",2,"UA","United","UA1920","N83633","DCA","SLC",1356,1315,-1,0,1669,1669,0,0,1,"Early/On-Time",193,1546,"Afternoon"
2024,3,"Mar",19,2024-03-19,"Tue",3,"UA","United","UA9236","N41749","DCA","LAS",1657,1671,14,0,1980,1992,12,0,1,"Slightly Late",203,1625,"Afternoon"
2019,11,"Nov",22,2019-11-22,"Fri",6,"AA","American","AA6627","N81137","DCA","TUS",1637,1642,5,0,1755,1764,9,0,1,"Slightly Late",78,626,"Afternoon"
2024,9,"Sep",23,2024-09-23,"Mon",2,"AA","American","AA9243","N43837","DCA","LAS",1207,1162,-5,0,1528,1483,-5,0,1,"Early/On-Time",201,1608,"Afternoon"
2020,1,"Jan",24,2020-01-24,"Fri",6,"F9","Frontier","F99931","N73617","DCA","TUS",614,572,-2,0,642,644,2,0,1,"Slightly Late",28,221,"Early Morning"
2021,10,"Oct",13,2021-10-13,"Wed",4,"AA","American","AA8736","N30121","DCA","CLT",922,880,-2,0,1058,1010,-8,0,1,"Early/On-Time",96,766,"Morning"
2022,7,"Jul",5,2022-07-05,"Tue",3,"AA","American","AA5649","N69792","DCA","SYR",1245,1204,-1,0,1303,1257,-6,0,1,"Early/On-Time",58,466,"Afternoon"
2023,11,"Nov",15,2023-11-15,"Wed",4,"B6","JetBlue","B65475","N81893","DCA","PHL",1758,1759,1,0,1879,1881,2,0,1,"Slightly Late",81,648,"Evening"
2024,12,"Dec",17,2024-12-17,"Tue",3,"NK","Spirit","NK9763","N28167","DCA","SLC",1526,1552,26,1,1854,1884,30,1,0,"Delayed",208,1664,"Afternoon"
2021,5,"May",29,2021-05-29,"Sat",7,"UA","United","UA4898","N93300","DCA","LGA",1537,1492,-5,0,1589,1537,-12,0,1,"Early/On-Time",52,420,"Afternoon"
2022,3,"Mar",27,2022-03-27,"Sun",1,"DL","Delta","DL5568","N27855","DCA","CLE",619,575,-4,0,722,678,-4,0,1,"Early/On-Time",63,505,"Early Morning"
2023,10,"Oct",30,2023-10-30,"Mon",2,"AS","Alaska","AS5363","N56100","DCA","BUF",1549,1506,-3,0,1661,1619,-2,0,1,"Early/On-Time",72,574,"Afternoon"
2023,8,"Aug",14,2023-08-14,"Mon",2,"WN","Southwest","WN4805","N10719","DCA","SAT",2149,2107,-2,0,2251,2207,-4,0,1,"Early/On-Time",62,493,"Night"
2024,8,"Aug",8,2024-08-08,"Thu",5,"AA","American","AA830","N49106","DCA","SLC",1409,1366,-3,0,1714,1665,-9,0,1,"Early/On-Time",185,1482,"Afternoon"
2019,3,"Mar",22,2019-03-22,"Fri",6,"AA","American","AA6509","N98729","DCA","LAS",740,698,-2,0,1080,1080,0,0,1,"Early/On-Time",220,1757,"Early Morning"
2020,7,"Jul",24,2020-07-24,"Fri",6,"AS","Alaska","AS4964","N41752","DCA","SLC",1351,1364,13,0,1689,1697,8,0,1,"Slightly Late",218,1744,"Afternoon"
2019,2,"Feb",25,2019-02-25,"Mon",2,"UA","United","UA8470","N28684","DCA","PHL",602,604,2,0,738,739,1,0,1,"Slightly Late",96,769,"Early Morning"
2020,8,"Aug",18,2020-08-18,"Tue",3,"AA","American","AA4270","N45569","DCA","JFK",1253,1210,-3,0,1299,1250,-9,0,1,"Early/On-Time",46,367,"Afternoon"
2022,9,"Sep",3,2022-09-03,"Sat",7,"WN","Southwest","WN3785","N14610","DCA","MEM",654,660,6,0,771,779,8,0,1,"Slightly Late",77,617,"Early Morning"
2022,12,"Dec",27,2022-12-27,"Tue",3,"AA","American","AA2796","N73248","DCA","BNA",831,834,3,0,948,956,8,0,1,"Slightly Late",77,615,"Early Morning"
2023,1,"Jan",3,2023-01-03,"Tue",3,"NK","Spirit","NK4175","N67336","DCA","FLL",827,781,-6,0,927,927,0,0,1,"Early/On-Time",60,482,"Early Morning"
2023,11,"Nov",6,2023-11-06,"Mon",2,"AA","American","AA4858","N76334","DCA","PVD",1949,1960,11,0,2068,2078,10,0,1,"Slightly Late",79,630,"Evening"
2024,1,"Jan",14,2024-01-14,"Sun",1,"AA","American","AA9641","N62149","DCA","OMA",852,858,6,0,958,916,-2,0,1,"Early/On-Time",66,531,"Early Morning"
2023,4,"Apr",13,2023-04-13,"Thu",5,"UA","United","UA4138","N45730","DCA","BOS",1623,1637,14,0,1676,1690,14,0,1,"Slightly Late",53,427,"Afternoon"
2019,6,"Jun",5,2019-06-05,"Wed",4,"AA","American","AA9961","N59543","DCA","CLT",1055,1055,0,0,1174,1174,0,0,1,"Early/On-Time",79,629,"Morning"
2024,3,"Mar",9,2024-03-09,"Sat",7,"AA","American","AA5119","N44143","DCA","PHX",1104,1113,9,0,1405,1408,3,0,1,"Slightly Late",181,1451,"Morning"
2023,6,"Jun",12,2023-06-12,"Mon",2,"AA","American","AA1766","N74705","DCA","TUS",1209,1257,48,1,1330,1376,46,1,0,"Delayed",81,649,"Afternoon"
2024,7,"Jul",20,2024-07-20,"Sat",7,"AS","Alaska","AS4325","N63867","DCA","GEG",901,927,26,1,960,986,26,1,0,"Delayed",59,471,"Morning"
2022,6,"Jun",21,2022-06-21,"Tue",3,"UA","United","UA4026","N90277","DCA","DFW",947,948,1,0,1151,1151,0,0,1,"Early/On-Time",124,996,"Morning"
2023,10,"Oct",4,2023-10-04,"Wed",4,"DL","Delta","DL9417","N87200","DCA","TUS",616,574,-2,0,644,602,-2,0,1,"Early/On-Time",28,228,"Early Morning"
2024,1,"Jan",29,2024-01-29,"Mon",2,"UA","United","UA6172","N92197","DCA","STL",813,813,0,0,856,814,-2,0,1,"Early/On-Time",43,344,"Early Morning"
2024,8,"Aug",19,2024-08-19,"Mon",2,"WN","Southwest","WN5346","N47240","DCA","DTW",1557,1561,4,0,1673,1678,5,0,1,"Slightly Late",76,606,"Afternoon"
2022,10,"Oct",30,2022-10-30,"Sun",1,"DL","Delta","DL5573","N49271","DCA","GEG",607,562,-5,0,744,702,-2,0,1,"Early/On-Time",97,776,"Early Morning"
2019,11,"Nov",25,2019-11-25,"Mon",2,"UA","United","UA6413","N69677","DCA","IND",1255,1258,3,0,1389,1395,6,0,1,"Slightly Late",94,753,"Afternoon"
2023,5,"May",20,2023-05-20,"Sat",7,"UA","United","UA761","N50893","DCA","SFO",1541,1550,9,0,1989,1992,3,0,1,"Slightly Late",288,2306,"Afternoon"
2023,1,"Jan",24,2023-01-24,"Tue",3,"AA","American","AA3576","N85981","DCA","SFO",1351,1498,107,1,1865,2013,108,1,0,"Severely Delayed",314,2511,"Afternoon"
2021,3,"Mar",10,2021-03-10,"Wed",4,"DL","Delta","DL347","N11953","DCA","SAT",705,664,-1,0,762,762,0,0,1,"Early/On-Time",57,456,"Early Morning"
2024,1,"Jan",28,2024-01-28,"Sun",1,"AA","American","AA1381","N59496","DCA","MCI",1518,1563,45,1,1556,1589,33,1,0,"Delayed",38,302,"Afternoon"
2022,1,"Jan",19,2022-01-19,"Wed",4,"DL","Delta","DL980","N50795","DCA","LGA",1007,963,-4,0,1053,1054,1,0,1,"Slightly Late",46,372,"Morning"
2020,7,"Jul",19,2020-07-19,"Sun",1,"DL","Delta","DL5631","N15833","DCA","MCO",706,661,-5,0,843,790,-13,0,1,"Early/On-Time",97,775,"Early Morning"
2019,2,"Feb",17,2019-02-17,"Sun",1,"F9","Frontier","F98253","N38431","DCA","MSP",915,873,-2,0,1136,1093,-3,0,1,"Early/On-Time",141,1130,"Morning"
2020,11,"Nov",9,2020-11-09,"Mon",2,"AA","American","AA3328","N17696","DCA","FLL",757,712,-5,0,894,849,-5,0,1,"Early/On-Time",97,775,"Early Morning"
2021,5,"May",5,2021-05-05,"Wed",4,"UA","United","UA6959","N79338","DCA","EWR",1058,1015,-3,0,1098,1053,-5,0,1,"Early/On-Time",40,323,"Morning"
2024,11,"Nov",20,2024-11-20,"Wed",4,"AA","American","AA9272","N44299","DCA","EWR",1157,1163,6,0,1211,1213,2,0,1,"Slightly Late",54,429,"Morning"
2023,6,"Jun",10,2023-06-10,"Sat",7,"AS","Alaska","AS6644","N95249","DCA","DSM",735,744,9,0,783,786,3,0,1,"Slightly Late",48,384,"Early Morning"
2021,7,"Jul",4,2021-07-04,"Sun",1,"UA","United","UA8128","N46621","DCA","CLE",623,632,9,0,734,740,6,0,1,"Slightly Late",71,571,"Early Morning"
2021,5,"May",31,2021-05-31,"Mon",2,"F9","Frontier","F97366","N45251","DCA","LAX",742,699,-3,0,1182,1186,4,0,1,"Slightly Late",280,2237,"Early Morning"
2024,2,"Feb",3,2024-02-03,"Sat",7,"DL","Delta","DL1263","N49843","DCA","BNA",611,564,-7,0,744,696,-8,0,1,"Early/On-Time",93,741,"Early Morning"
2020,3,"Mar",2,2020-03-02,"Mon",2,"AA","American","AA5073","N75834","DCA","GSP",1625,1583,-2,0,1734,1691,-3,0,1,"Early/On-Time",69,554,"Afternoon"
2019,6,"Jun",23,2019-06-23,"Sun",1,"AS","Alaska","AS5117","N69619","DCA","ROC",1501,1456,-5,0,1629,1581,-8,0,1,"Early/On-Time",88,701,"Afternoon"
2021,8,"Aug",12,2021-08-12,"Thu",5,"DL","Delta","DL8313","N87167","DCA","HOU",1132,1087,-5,0,1232,1232,0,0,1,"Early/On-Time",60,482,"Morning"
2021,6,"Jun",6,2021-06-06,"Sun",1,"AS","Alaska","AS1610","N65569","DCA","SJC",1715,1755,40,1,1749,1802,53,1,0,"Delayed",34,271,"Evening"
2019,2,"Feb",16,2019-02-16,"Sat",7,"DL","Delta","DL1157","N30650","DCA","BUF",1158,1116,-2,0,1279,1237,-2,0,1,"Early/On-Time",81,651,"Morning"
2022,7,"Jul",13,2022-07-13,"Wed",4,"AA","American","AA7327","N25021","DCA","SEA",1530,1532,2,0,2033,2033,0,0,1,"Early/On-Time",303,2424,"Afternoon"
2023,5,"May",11,2023-05-11,"Thu",5,"AS","Alaska","AS9829","N47094","DCA","DSM",900,855,-5,0,940,895,-5,0,1,"Early/On-Time",40,317,"Morning"
2021,7,"Jul",18,2021-07-18,"Sun",1,"AS","Alaska","AS6863","N25681","DCA","MCI",759,718,-1,0,791,748,-3,0,1,"Early/On-Time",32,254,"Early Morning"
2019,10,"Oct",16,2019-10-16,"Wed",4,"DL","Delta","DL247","N27046","DCA","AUS",828,784,-4,0,959,917,-2,0,1,"Early/On-Time",91,725,"Early Morning"
2023,5,"May",17,2023-05-17,"Wed",4,"AS","Alaska","AS5816","N28638","DCA","EWR",1339,1293,-6,0,1469,1420,-9,0,1,"Early/On-Time",90,718,"Afternoon"
2023,5,"May",17,2023-05-17,"Wed",4,"UA","United","UA2884","N69629","DCA","MSP",1059,1016,-3,0,1259,1205,-14,0,1,"Early/On-Time",120,962,"Morning"
2024,6,"Jun",10,2024-06-10,"Mon",2,"UA","United","UA9596","N56536","DCA","LAS",1456,1458,2,0,1770,1780,10,0,1,"Slightly Late",194,1549,"Afternoon"
2019,10,"Oct",12,2019-10-12,"Sat",7,"UA","United","UA4035","N85274","DCA","DEN",1910,1866,-4,0,2219,2177,-2,0,1,"Early/On-Time",189,1514,"Evening"
2022,10,"Oct",9,2022-10-09,"Sun",1,"AA","American","AA2939","N57945","DCA","DEN",1134,1088,-6,0,1392,1341,-11,0,1,"Early/On-Time",178,1425,"Morning"
2022,3,"Mar",31,2022-03-31,"Thu",5,"UA","United","UA7621","N12351","DCA","CLE",1135,1091,-4,0,1161,1162,1,0,1,"Slightly Late",26,210,"Morning"
2022,11,"Nov",5,2022-11-05,"Sat",7,"WN","Southwest","WN602","N71841","DCA","PVD",1041,1054,13,0,1171,1182,11,0,1,"Slightly Late",90,716,"Morning"
2022,1,"Jan",12,2022-01-12,"Wed",4,"AA","American","AA5680","N68807","DCA","DFW",2127,2083,-4,0,2365,2318,-7,0,1,"Early/On-Time",158,1266,"Night"
2022,8,"Aug",13,2022-08-13,"Sat",7,"NK","Spirit","NK1692","N47269","DCA","GEG",1756,1756,0,0,1785,1790,5,0,1,"Slightly Late",29,232,"Evening"
2023,8,"Aug",6,2023-08-06,"Sun",1,"F9","Frontier","F95893","N14713","DCA","GEG",1839,1798,-1,0,1878,1883,5,0,1,"Slightly Late",39,312,"Evening"
2024,5,"May",3,2024-05-03,"Fri",6,"DL","Delta","DL3506","N70232","DCA","RNO",1206,1207,1,0,1233,1192,-1,0,1,"Early/On-Time",27,218,"Afternoon"
2023,10,"Oct",2,2023-10-02,"Mon",2,"AA","American","AA7744","N35170","DCA","ATL",2033,1992,-1,0,2170,2126,-4,0,1,"Early/On-Time",97,779,"Evening"
2019,5,"May",1,2019-05-01,"Wed",4,"UA","United","UA9634","N81280","DCA","BNA",638,639,1,0,745,749,4,0,1,"Slightly Late",67,538,"Early Morning"
2022,12,"Dec",11,2022-12-11,"Sun",1,"DL","Delta","DL7989","N95125","DCA","MSP",719,675,-4,0,878,829,-9,0,1,"Early/On-Time",119,954,"Early Morning"
2021,10,"Oct",7,2021-10-07,"Thu",5,"NK","Spirit","NK7188","N87598","DCA","SFO",742,700,-2,0,1257,1258,1,0,1,"Slightly Late",315,2522,"Early Morning"
2024,4,"Apr",13,2024-04-13,"Sat",7,"WN","Southwest","WN7559","N28317","DCA","DAL",1940,1899,-1,0,2071,2020,-11,0,1,"Early/On-Time",91,730,"Evening"
2022,3,"Mar",4,2022-03-04,"Fri",6,"AS","Alaska","AS2828","N61885","DCA","CMH",857,814,-3,0,963,965,2,0,1,"Slightly Late",66,527,"Early Morning"
2023,1,"Jan",11,2023-01-11,"Wed",4,"WN","Southwest","WN2614","N26278","DCA","DAL",1620,1621,1,0,1738,1741,3,0,1,"Slightly Late",78,627,"Afternoon"
2024,10,"Oct",31,2024-10-31,"Thu",5,"DL","Delta","DL805","N74649","DCA","ELP",1559,1518,-1,0,1587,1545,-2,0,1,"Early/On-Time",28,220,"Afternoon"
2019,3,"Mar",27,2019-03-27,"Wed",4,"AA","American","AA7973","N45271","DCA","MKE",648,648,0,0,778,735,-3,0,1,"Early/On-Time",90,717,"Early Morning"
2022,4,"Apr",29,2022-04-29,"Fri",6,"NK","Spirit","NK221","N21771","DCA","CLE",1934,1935,1,0,2049,2052,3,0,1,"Slightly Late",75,603,"Evening"
2024,5,"May",23,2024-05-23,"Thu",5,"DL","Delta","DL2322","N32067","DCA","BDL",1206,1164,-2,0,1328,1285,-3,0,1,"Early/On-Time",82,659,"Afternoon"
2020,5,"May",29,2020-05-29,"Fri",6,"DL","Delta","DL1150","N60516","DCA","CLE",1159,1163,4,0,1186,1145,-1,0,1,"Early/On-Time",27,217,"Morning"
2023,6,"Jun",17,2023-06-17,"Sat",7,"AA","American","AA5895","N61496","DCA","IND",714,673,-1,0,764,723,-1,0,1,"Early/On-Time",50,403,"Early Morning"
2022,8,"Aug",19,2022-08-19,"Fri",6,"AA","American","AA4312","N49367","DCA","CLE",1720,1679,-1,0,1833,1786,-7,0,1,"Early/On-Time",73,586,"Evening"
2024,5,"May",18,2024-05-18,"Sat",7,"B6","JetBlue","B6253","N48020","DCA","DTW",1112,1065,-7,0,1147,1103,-4,0,1,"Early/On-Time",35,280,"Morning"
2021,4,"Apr",25,2021-04-25,"Sun",1,"DL","Delta","DL5057","N98359","DCA","MEM",1725,1760,35,1,1854,1890,36,1,0,"Delayed",89,713,"Evening"
2019,4,"Apr",24,2019-04-24,"Wed",4,"AA","American","AA8462","N45546","DCA","SAN",828,787,-1,0,1284,1284,0,0,1,"Early/On-Time",296,2371,"Early Morning"
2023,4,"Apr",29,2023-04-29,"Sat",7,"B6","JetBlue","B69655","N23766","DCA","MIA",1234,1189,-5,0,1374,1325,-9,0,1,"Early/On-Time",100,801,"Afternoon"
2023,3,"Mar",18,2023-03-18,"Sat",7,"AA","American","AA2017","N42735","DCA","SAT",914,871,-3,0,1048,1049,1,0,1,"Slightly Late",94,751,"Morning"
2023,6,"Jun",24,2023-06-24,"Sat",7,"B6","JetBlue","B68585","N89642","DCA","LAX",1417,1376,-1,0,1852,1811,-1,0,1,"Early/On-Time",275,2200,"Afternoon"
2023,8,"Aug",10,2023-08-10,"Thu",5,"DL","Delta","DL6126","N60923","DCA","SAV",1729,1685,-4,0,1834,1793,-1,0,1,"Early/On-Time",65,520,"Evening"
2022,6,"Jun",26,2022-06-26,"Sun",1,"AS","Alaska","AS2962","N66733","DCA","CLT",1236,1194,-2,0,1370,1370,0,0,1,"Early/On-Time",94,748,"Afternoon"
2019,2,"Feb",18,2019-02-18,"Mon",2,"AA","American","AA2708","N87599","DCA","STL",613,565,-8,0,667,619,-8,0,1,"Early/On-Time",54,428,"Early Morning"
2019,8,"Aug",16,2019-08-16,"Fri",6,"AS","Alaska","AS4992","N19476","DCA","BNA",1516,1473,-3,0,1632,1583,-9,0,1,"Early/On-Time",76,608,"Afternoon"
2020,11,"Nov",12,2020-11-12,"Thu",5,"UA","United","UA6145","N85415","DCA","MCI",1406,1412,6,0,1532,1537,5,0,1,"Slightly Late",86,691,"Afternoon"
2019,7,"Jul",1,2019-07-01,"Mon",2,"UA","United","UA1700","N60842","DCA","JFK",740,748,8,0,792,806,14,0,1,"Slightly Late",52,414,"Early Morning"
2024,6,"Jun",7,2024-06-07,"Fri",6,"AA","American","AA7838","N33383","DCA","ELP",1749,1752,3,0,1861,1862,1,0,1,"Slightly Late",72,578,"Evening"
2020,8,"Aug",2,2020-08-02,"Sun",1,"UA","United","UA2041","N54039","DCA","ORD",2016,2026,10,0,2226,2241,15,0,1,"Slightly Late",130,1039,"Evening"
